# TODO: Translate to Simplified Chinese
# Source: hud_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 1392

"HASH_0FFDDB00": "招募兄弟"
"HASH_C3FFDBAD": "你解锁了更多黑货押运活动。\n在地图上查看地点。"
"HASH_4E94B5AD": "TELEKINESIS"
"HASH_E3CE90AD": "已解锁"
"HASH_AD4BFFAD": "压印"
"HASH_6F39C3AD": "开门"
"HASH_F36F35AD": "Switch Hitter"
"HASH_8E4CBAAD": "I Am Become Death"
"HASH_F1692DAE": "恶名清除 - 警方"
"HASH_7BBA4AAE": "加成 - 整笔存款"
"HASH_3EECDDAE": "Retrieve the Tank at your Gateway Garage."
"HASH_BD6810AE": "BUFF"
"WPNCAT_PISTOL": "手枪"
"HASH_287BB6AF": "弹药 - 霰弹枪 2"
"HASH_2EA6ECAF": "弹药 - 手雷 3"
"HASH_BA347BAF": "兄弟 - 齐莫斯"
"HASH_4F13AFAF": "复活 - 速度"
"HASH_51D45CAF": "Fourth and Forty"
"HASH_0C2DDAB0": "{PRATFALL_ALT_IMG} / {PRATFALL_IMG} RAGDOLL \nThrow yourself into cars, objects, and buildings to break the rules of the simulation."
"HASH_E662BDB0": "BLAZIN"
"HASH_BD5A8DB0": "MAYHEM"
"HASH_9C7D64B0": "瞬间装填你的步枪"
"HASH_D6E0F0B0": "任何代表乌托尔的人都需要像那么回事。这套性感连体衣让刺杀重拾格调。"
"HASH_EF09E4B0": "Call in the Genki Girls to back you up."
"HASH_6E60B7B0": "能遥控全尺寸载具，何必还要玩小小的遥控车！"
"HASH_BD0954B0": "FLASHPOINT"
"HASH_321BBEB1": "{ATTACK_PRIMARY_IMG} 发射炮塔武器 \n当你在带炮塔的载具中时。 "
"HASH_4D8B58B1": "BONUS - CACHE TRANSFER RATE"
"HASH_89B181B1": "与赛博帮任务选择相关的奖励现已生效。"
"HASH_F2FBA1B1": "格罗夫区"
"HASH_365B8BB1": "TINY PISTOL"
"HASH_475F56B1": "杀霸那招毁灭性的招牌攻击，如今浓缩在一双手套里！"
"HASH_862077B1": "生命值"
"HASH_3D1820B2": "圣徒后援"
"HASH_BDCF35B2": "Cannot retrieve vehicle from this location."
"HASH_724B37B3": "Your Alien Notoriety will decay at a faster rate"
"HASH_A67EA6B3": "转账上限"
"HASH_37CC3EB3": "LASERGUN ARM"
"HASH_3F0002B3": "%ls 已被遣散！"
"HASH_C4DAE8B4": "Everything from driving dangerously to killing enemies earns XP. XP increases your Rank and unlocks Upgrades."
"HASH_3D29DFB4": "弹药 - 特殊 4"
"HASH_17B331B4": "帮派 - 随从 2"
"HASH_554E43B4": "Control the time of day of the simulation by accessing the computer terminal on the ship."
"HASH_ECAD02B4": "占领超级销金窝据点后，你获得的所有声望额外增加 5%%"
"HASH_BB1179B4": "Revive followers much faster."
"HASH_064566B4": "升级三秒压制据点后，你的城市收入转账上限提升。"
"HASH_3AAFFEB5": "恶名"
"HASH_A36B37B5": "这种武器使用次数有限，不能像常规武器那样随身携带。进入载具前必须丢弃它。"
"HASH_8A1CD7B5": "夜刃"
"HASH_6A82E0B6": "杀死杀霸，但肖恩蒂会死"
"HASH_9FECB3B6": "弹药 - 霰弹枪 4"
"HASH_46BB81B6": "兄弟 - 夜刃"
"HASH_6E7ADBB6": "你的帮派现在可以收纳小跟班。"
"HASH_71A4D1B6": "你击杀的每个人都会血肉横飞"
"HASH_36E8AAB6": "导弹"
"HASH_2C3E52B7": "声望加成"
"HASH_613EAAB7": "Deep Silver weapon costume for the SWAT SMG."
"HASH_862267B8": "{ATTACK_SECONDARY_IMG} 引爆章鱼\n用元气章鱼击中路人会让他们站到你这边作战。章鱼可随时手动引爆。"
"HASH_572E7DB8": "生命 - 升级 4"
"HASH_056168B8": "技能 - 拾荒"
"HASH_E6F06BB9": "奖励：STAG 城市接管协助"
"HASH_9ABF93B9": "声望加成"
"HASH_5A2968B9": "Kick some ass with King."
"HASH_041CC6BA": "载具经销店"
"HASH_AA5D85BA": "By killing every marked enemy at a Flashpoint you will take control of that area."
"HASH_B3AB33BA": "SILVERLINK - WEAPON COSTUME"
"HASH_B0C4A7BA": "升级超级销金窝据点后，你的城市收入转账上限提升。"
"HASH_21119EBA": "SWAP - CACHE FOR XP 3"
"HASH_8EC7BCBA": "HOTSPOT"
"HASH_116238BB": "Tank Homie can be found in your HUB \\"PHONE\\" menu. He will deliver a tank to you in combat."
"HASH_CD5F08BB": "Josh can be found in your Cell Phone \\"PHONE\\" menu. He will help the Saints in combat."
"HASH_EBBB39BB": "BONUS - CACHE BOOST"
"HASH_7AD2A5BB": "转账上限"
"HASH_5A4243BB": "DAMN THAT'S TALL!!!"
"HASH_02B2C1BB": "Epic Jump Quest"
"HASH_7AD56ABC": "GIANT LADLE"
"HASH_053D94BD": "TK MAYHEM"
"HASH_D4FBDEBD": "无限步枪弹药"
"HASH_C4CAF6BD": "你的晨星帮恶名衰减速度大幅加快"
"HASH_17D53DBD": "Are you sure you want to leave the Rift?\n You will lose all progress since the last checkpoint."
"HASH_D46D52BD": "此任务期间你不能来这里"
"HASH_81346EBD": "开门"
"HASH_4A9338BD": "此处只能存放飞机"
"HASH_DC1330BE": "临时武器"
"HASH_262D12BE": "武器 - 电锯"
"HASH_6333D8BE": "SILVERLINK - CHEAT"
"HASH_9C991DBE": "无制导导弹"
"RIFLE_NG": "BURST RIFLE"
"HASH_4AF99DBE": "分钟"
"HASH_A99513BF": "MAYHEM"
"HASH_9B39A1BF": "BLAZIN"
"HASH_596DD7BF": "{ATTACK_PRIMARY_IMG} FIRE BLASTER"
"HASH_50922BBF": "STAMINA - INCREASE 4"
"HASH_485DCBBF": "碰瓷索赔"
"HASH_F9516EBF": "You now have a prototype tank available at your Gateway Garage"
"HASH_AB8C9EBF": "丧尸盖特"
"HASH_4555B6BF": "DUBSTEP GUN"
"HASH_D3BBC7BF": "%ls 离开了你！"
"HASH_2FC8CBC0": "活动完成"
"HASH_FEC01EC0": "可携带多 75%% 的霰弹枪弹药"
"HASH_F81D44C0": "可携带多 50%% 的手雷"
"HASH_2E46E8C0": "Your Notoriety will decay at a slightly faster rate"
"HASH_7F7D70C0": "Super Strength! Increases the power of your punches and how far you can throw people."
"HASH_0ACACDC0": "武器库弹药"
"HASH_9BBB5FC1": "整容医生"
"HASH_B6897DC1": "车库 - 新载具"
"HASH_79C9C4C1": "SILVERLINK - CACHE BOOST"
"HASH_DF0306C1": "帮派自定义"
"HASH_0476F7C1": "收集品会在世界中高亮显示"
"HASH_3732A0C1": "普赖尔港"
"HASH_B6762DC2": "You now have this helicopter available at your Gateway Garage"
"HASH_FA7A27C2": "Great reduction in damage taken from explosions."
"HASH_6CF37AC2": "帮派 - 复活计时"
"HASH_5111AFC2": "{0} 秒"
"HASH_9077B7C3": "奖励：末日拳武器"
"HASH_B22735C3": "载具定制"
"HASH_7F418EC3": "SUPER SPRINT"
"HASH_274607C3": "叫夜刃来与你并肩作战。"
"HASH_4AE218C3": "FLASHPOINT COMPLETED %d/%d"
"HASH_C3B60DC3": "Elementary"
"HASH_AAA1E7C4": "STOMP MAYHEM"
"HASH_4463C8C4": "More of this Activity is now available; check your Map {MAP_MENU_IMG} to find it."
"HASH_D48DB5C4": "EXO-SUIT"
"HASH_B5CCBCC4": "只有带停机坪的据点才能存放直升机"
"HASH_B5C97EC4": "There Is No Pancakes"
"HASH_517E47C5": "兄弟 - 生命提升 3"
"HASH_B91BD8C5": "帮派 - 武器 - 步枪"
"HASH_5CFD76C5": "你从新科尔文区域获得的每小时城市收入额外增加 15%%"
"HASH_6A9B35C5": "灰木区"
"HASH_2F0483C5": "CONFIRMING START WITH %ls"
"HASH_456492C6": "购买升级，让你、你的座驾与你的帮派变得更强、更硬、更致命。"
"HASH_863E1DC6": "STREAKING"
"HASH_B1D746C6": "用提供的武器制造一场大范围混战。"
"HASH_346E78C6": "NOTORIETY - ALIEN 3"
"HASH_2ECBB7C6": "帮派自定义"
"HASH_5DBB94C6": "吸干你的人盾之血，在击杀他们的同时回复生命。"
"HASH_09B849C6": "Settle scores with William Sharp."
"HASH_CFA752C6": "肖恩蒂"
"HASH_A408F6C6": "Trades full-auto ability for accurate burst fire."
"HASH_CFF237C7": "HOURLY CACHE TRANSFER"
"HASH_A95D68C7": "你的帮派现在可以收纳晨星帮成员。"
"HASH_67992DC7": "套装 - 乌托尔刺客"
"HASH_82EFB9C8": "恶名 - 晨星帮 2"
"HASH_617AB4C8": "活动"
"HASH_34899EC8": "同伴正在使用商店"
"HASH_560FCBC8": "正在扫描目标"
"HASH_3BAE34C9": "VOLITION COMICS PACK"
"HASH_26AA83C9": "载具 - 圣徒军用载具"
"HASH_FD4351C9": "你的帮派现在可以收纳摔跤手。"
"HASH_1BAC9CC9": "招募三名圣徒随从。按下 {RECRUIT_DISMISS_IMG} 招募附近的圣徒。"
"HASH_CAD109C9": "近战 - 威力 2"
"HASH_6EAD9EC9": "信号 {0}"
"HASH_36EDE8C9": "英里"
"HASH_C525B4C9": "退出即时挑战"
"HASH_8D3C6ACA": "奖励：整笔现金报酬"
"HASH_FF4E24CA": "可携带多 50%% 的步枪弹药"
"HASH_9E36A7CA": "添加载具以进入车库"
"HASH_1C6484CA": "OBJECTIVE COMPLETE"
"HASH_326CD6CA": "元气发射器弹药"
"HASH_725640CA": "You Chose... Poorly"
"HASH_C9C36CCB": "{CRUISE_CONTROL_B_IMG} 进入定速巡航 \n{BRAKE_REVERSE_IMG} / {ACCELERATE_IMG} 调整巡航速度 \n定速巡航会保持你的载具速度，让你专注于射击。"
"HASH_EA7CB7CB": "你从卡弗岛区域获得的每小时城市收入额外增加 10%%"
"HASH_6204DBCB": "A hefty punch in a small package. "
"HASH_BFFB9CCB": "TOGO-13"
"HASH_063089CC": "{ATTACK_PRIMARY_IMG} to fire your current weapon"
"HASH_B08A30CC": "{GAME_CASH}%ls is available in the Hub \\"CACHE\\" menu. Each hour you earn {GAME_CASH}%ls from controlling areas of the simulation."
"HASH_B40265CC": "转账上限"
"HASH_83638FCC": "ALT FIRE MODE"
"HASH_A03F10CD": "恶名 - 赛博帮 2"
"HASH_075835CD": "吸血鬼包"
"HASH_029F56CD": "You now have a set of Aircraft available at your Gateway Garage"
"HASH_1CF3E2CD": "可携带多 75%% 的手枪弹药"
"HASH_A62CFDCD": "伤害 - 载具"
"HASH_8B1C67CD": "+{0} 秒"
"HASH_A2407BCE": "人盾 - 处决"
"HASH_CFEFACCE": "TANK MAYHEM"
"HASH_76C6D3CE": "声望加成"
"HASH_025FBECE": "爆炸弹药携带量提升 25%%"
"HASH_F1D135CE": "在伯恩斯山核反应堆据点定制这个根据地，获取丰厚加成。"
"HASH_3CF7EACE": "升级火药据点后，你的城市收入转账上限提升。"
"HASH_779FE9CE": "BLACK HOLE LAUNCHER"
"HASH_593200CE": "伤害"
"HASH_6C2876CF": "根据地"
"HASH_68052DCF": "{MAP_MENU_IMG} 进入升级商店 \n你刚刚升级了！\n升级商店现已上架新的升级项。"
"HASH_9BA1BCCF": "车库 - 新载具"
"HASH_B418B5CF": "Twice as much Cache is dropped by deleted simulations"
"GRENADE": "手雷"
"HASH_CE8CA3CF": "{0}BRONZE[/format] {1}"
"HASH_6A08F3CF": "Bringin' the Heat"
"HASH_22787CD0": "{HELI_UP_IMG} 提升高度\n{HELI_DOWN_IMG} 降低高度\n{VTOL_TRANSITION_IMG} 切换飞行模式"
"HASH_059F42D0": "人盾"
"HASH_0BCBDAD0": "车库"
"HASH_EB2BDBD0": "强化版火箭筒"
"HASH_04B0BBD0": "这项升级在你发现它之前处于隐藏状态"
"HASH_A4EE50D0": "Great reduction in damage taken from fire."
"HASH_FCFF78D0": "PLEASANTON"
"HASH_7A3890D0": "正在离开限制区域"
"HASH_E53772D1": "据点 - 三秒压制游乐场"
"HASH_908BAAD1": "卡马诺广场"
"SMG_GANG": "HEAVY SMG"
"HASH_BF18E9D1": "The Challenge King"
"HASH_6265A2D2": "你的弹药不足。前往队友火力商店 {MAP_IMG_WEAPON} 购买更多弹药。"
"HASH_921B6AD2": "Great reduction in damage taken from bullets and lasers."
"HASH_12DFE8D2": "肖恩蒂前男友的公寓现在是圣徒据点。在这里可以存取武器库与衣服。"
"HASH_E98D98D2": "呼叫一辆坦克送达。"
"HASH_B2856FD3": "You have completed this diversion!  You can still play the diversion to earn more [format][color:purple]XP[/format] or cache."
"HASH_B0359CD3": "SILVERLINK - CACHE"
"HASH_EDF7EDD3": "伤害 - 坠落 2"
"HASH_479145D3": "Dominate the Dominatrix with Donnie"
"TENTACLE_BAT": "TENTACLE BAT"
"HASH_C64863D3": "Here! Catch!"
"HASH_625305D4": "奖励：载具自定义费用减免"
"HASH_FBBEB5D4": "NOTORIETY - FASTER DECAY 2"
"HASH_6AD03AD4": "在三秒压制据点定制这个根据地，获取丰厚加成。"
"HASH_AF64F1D4": "Unlimited Sprinting."
"HASH_E1DC65D4": "Wipe your current Notoriety."
"HASH_85CA79D5": "加成 - 女孩生意"
"HASH_8F63CED5": "可携带多 75%% 的冲锋枪弹药"
"HASH_4E1F33D5": "'MERICA"
"HASH_7CC847D5": "巨兽"
"HASH_38F4A1D6": "升级商店"
"HASH_C32423D6": "Race through Cyberspace hitting [format][color:blue]Decker targets[/format] while avoiding [format][color:red]Firewalls[/format] before the time runs out."
"HASH_26C11BD6": "兄弟 - 坦克"
"HASH_FAFC2BD6": "兄弟 - 乔什·伯克"
"HASH_6740FBD6": "Maximize the length of the Stamina bar."
"HASH_BB8FFED6": "Repair Homie can be found in your Cell Phone \\"PHONE\\" menu. He will repair your current vehicle."
"HASH_98E2C9D6": "升级伯恩斯山核反应堆据点后，你的城市收入转账上限提升。"
"HASH_6487EAD6": "ZINYAK"
"HASH_CBA2ABD6": "Double Team"
"HASH_20B6EBD7": "{ACTION_IMG} 投掷人盾"
"HASH_01034ED7": "Cause widespread carnage by throwing balls."
"HASH_2F796DD7": "用遥控夺取器控制民用载具，它现已可在你的据点武器库获取。"
"HASH_8CDFBCD7": "你的赛博帮恶名衰减速度略微加快"
"HASH_A79AAED7": "The Zin's secret weapon is at your disposal!"
"HASH_AAF3B2D7": "Increase all Cache received by 25%%"
"HASH_8669FDD7": "你不能存放未购买的下载内容"
"HASH_8E74AED8": "ARMOR BLASTER"
"HASH_3E7274D8": "使用攻击直升机保护你的联络人。"
"HASH_E65026D8": "据点 - 圣徒顶层公寓"
"HASH_66FC92D8": "可携带多 25%% 的特殊弹药"
"HASH_D13B7FD8": "新的可下载内容技能与奖励等级现已开放！"
"HASH_594BBDD8": "已暂停"
"HASH_B55CF8D8": "Hack successful!"
"HASH_7750C3D9": "炸药包"
"HASH_DC4DCDD9": "{ATTACK_SECONDARY_IMG} 副武器开火 \n这把武器有可用的副开火模式。"
"HASH_5EDE82D9": "弹药 - 手枪 4"
"HASH_7000BFD9": "战士装备，性感与防护兼备。"
"HASH_73D4A0D9": "Moderate reduction in damage when hit by a vehicle."
"HASH_20713ED9": "你的据点武器库可多储存 10%% 弹药。"
"HASH_4E9AC6D9": "Have Tanya do your bidding."
"HASH_EDF2DCD9": "确定要离开任务吗？\n你将丢失自上一个检查点以来的全部进度。"
"HASH_0F3D2AD9": "此根据地期间你不能来这里"
"ANAL_PROBE": "RECTIFIER PROBE"
"HASH_081300DA": "碰瓷索赔"
"HASH_FCD025DB": "{ACCELERATE_IMG} ACCELERATE \n{BRAKE_REVERSE_IMG} BRAKE + REVERSE \n {ANALOG_LS_IMG} lets you pop wheelies and perform stoppies."
"HASH_9453DCDB": "通过缩放 {SHOULDER_CAMERA_IMG} 锁定载具目标。\n用准星控制已发射火箭的飞行方向。"
"HASH_836FADDB": "服装 - 星际战士"
"HASH_2BD52DDB": "据点 - 火药"
"HASH_7BA0BADC": "WEAPONS FIRE"
"HASH_D7FB3FDC": "弹药 - 炸药 3"
"HASH_D8E01ADC": "帮派 - 生命提升 2"
"HASH_EDCD7EDC": "New Downloadable Content available in your Gateway Wardrobe."
"HASH_F0C9C9DC": "圣徒军用载具。"
"HASH_DA706CDC": "太空服已加入你的据点衣橱。"
"HASH_5D2C23DC": "伤害 - 爆炸 4"
"HASH_AFDC0FDC": "奥列格"
"HASH_F7A93FDC": "已锁定"
"HASH_67AFDDDD": "{CBA_OFC_HS_EXECUTE_IMG} 快速近战猛击"
"HASH_A2DAB8DD": "肾上腺素条充满后，使用肾上腺素模式连续打出疯狂的强化撞击！"
"HASH_2A202ADD": "载具 - 水上载具"
"HASH_A29929DD": "载具 - 武装直升机"
"HASH_0CC3D3DD": "Hourly Cache Transfer of {game_cash}2,500"
"HASH_8D4873DD": "Every vehicle you drive has nitrous.  Press {NITRO_IMG} to engage."
"HASH_F71680DD": "生命值恢复速度加快"
"HASH_FA9BF4DD": "自动完成城市接管"
"WPNCAT_RIFLE": "步枪"
"HASH_202778DE": "瞬间装填 - 手枪"
"HASH_FF7236DE": "OUTFIT - THE IRON ROGUE"
"HASH_5F0A29DE": "奖励 - 摔跤手"
"HASH_8FAAEDDE": "BLAST"
"HASH_BA8A00DE": "GL G20"
"HASH_3E9124DF": "Enemy Notoriety can be wiped by catching the Master Controller when it appears."
"HASH_292D6EDF": "弹药 - 步枪 2"
"HASH_E409FBDF": "DAMAGE - SMALL ARMS"
"HASH_A0E2E7DF": "新科尔文"
"HASH_396D8ADF": "板球棒"
"HASH_CC2AA3DF": "制导导弹"
"HASH_D764CBDF": "And I Ran..."
"HASH_C50E47E0": "镜头缩放"
"HASH_AC3125E0": "THE RECTIFIER"
"HASH_C4D8D6E0": "The grim metal visage will fill your enemies with fear!"
"HASH_5A0C04E0": "转账上限"
"HASH_F2FD83E1": "可携带多 25%% 的手枪弹药"
"HASH_913FD0E1": "升级火药据点后，你获得的所有声望额外增加 10%%"
"HASH_48229CE1": "伤害 - 载具 3"
"HASH_D8385EE1": "让一名兄弟给你送一把随机武器。（已废弃）"
"HASH_7E8502E2": "YOU DIED!"
"HASH_98C8B2E2": "声望加成"
"HASH_EC51DFE2": "爆炸弹药携带量提升 75%%"
"HASH_439017E2": "Increase all Cache received by 10%%"
"HASH_D2F98BE2": "占领火药据点后，你的城市收入转账上限提升。"
"HASH_52456DE2": "武器库弹药"
"HASH_568FA2E2": "武器库弹药"
"HASH_BBEC23E2": "%ls 找到了你错过的收集品"
"HASH_01324AE2": "薇奥拉"
"HASH_D91068E3": "小游戏"
"RIFLE_LASER": "ALIEN RIFLE"
"HASH_5CCE90E3": "NEW QUEST"
"HASH_8AFF36E4": "The Simulation has security programs everywhere. Hunt them down."
"HASH_87D56DE4": "Recover lost memories while learning untold stories from your and your allies past."
"HASH_CDB0CFE4": "SILVERLINK - XP BOOST"
"HASH_3F9E67E4": "齐莫斯的宅子现在是圣徒据点。在这里可以存取武器库与衣服。"
"HASH_1A15DDE4": "安吉尔的据点现在是圣徒据点。在这里可以存取武器库与衣服。"
"HASH_79E80FE4": "埃斯皮纳"
"HASH_F5A2FDE5": "招募一名圣徒帮派成员作为随从。"
"HASH_CBBC2AE5": "清除你当前的帮派恶名。"
"HASH_2FD13EE6": "载具炮塔"
"HASH_1BA203E6": "弹药 - 手雷 4"
"HASH_D0AD7AE6": "You now have this helicopter available at your Gateway Garage"
"HASH_049448E6": "伤害 - 坠落 4"
"HASH_C83FA0E6": "You can't customize your partner's car."
"HASH_D21D99E6": "Fires three beams at once. More firepower, less aiming.  What's not to love?"
"HASH_A0770FE7": "SNATCH"
"HASH_B6D747E7": "你的帮派现在可以收纳赛博帮成员。"
"HASH_3FD64AE7": "蝰蛇激光步枪"
"HASH_D75620E7": "ALIEN PISTOL"
"HASH_7BAC11E8": "珠宝店"
"HASH_B4B891E8": "SNATCH"
"HASH_E5A076E8": "Hourly Cache Transfer of {game_cash}1,000"
"HASH_1E7525E8": "生命回复速度极快"
"HASH_550A31E8": "升级你的帮派成员以携带冲锋枪"
"HASH_2D588AE8": "你的据点衣橱新增了可下载服装。"
"HASH_557A90E8": "你投票跳过了"
"HASH_89F33DE8": "激光束"
"RIFLE_DISINTEGRATOR": "DISINTEGRATOR"
"grenade_electric": "电击手雷"
"HASH_3CEE91E8": "Bouncin' with an Old Friend"
"HASH_E5ED5BE9": "A Diversion meter shows up here when you're doing something special that rewards XP. The more it fills up the more XP you get."
"HASH_BF7026E9": "兄弟 - 生命提升 1"
"HASH_9C304EE9": "WEAPON - THE RECTIFIER"
"HASH_B2F317E9": "你从新科尔文区域获得的每小时城市收入额外增加 5%%"
"HASH_B44F86E9": "伤害 - 爆炸 2"
"HASH_97C9B6EA": "船只操控"
"HASH_DA6019EA": "NOTORIETY - ALIEN"
"HASH_79973BEA": "Angel can be found in your Cell Phone \\"PHONE\\" menu. He will help the Saints in combat."
"decker_sword": "夜曲"
"HASH_06F8ECEA": "The Face of the Saints"
"HASH_B691C5EB": "开始合作根据地？"
"HASH_530BBDEB": "和安吉尔组队作战。"
"HASH_F406D3EB": "XP"
"HASH_2E48E1EC": "Use {ANALOG_RS_IMG} to find the target's weak spot. \nKeep {ANALOG_RS_IMG} there then push {ANALOG_LS_IMG} in time with the arrows to pound that spot."
"HASH_10CE7FEC": "可携带多 25%% 的霰弹枪弹药"
"HASH_C04889EC": "Your Notoriety will decay at a much faster rate"
"HASH_917311EC": "Fisticuffs much? Your punches are now very powerful, and you can throw people much further."
"HASH_9AB705EC": "被载具撞击时你不会受到任何伤害。"
"HASH_CC4F58EC": "Hang out and chill out with 'classic' Shaundi"
"HASH_55DEBDEC": "%ls 与 %ls 拉近和拉远镜头"
"HASH_B03D76EC": "Blast from the Past"
"HASH_C9BBADED": "兄弟 - 维修"
"HASH_ABC9CEED": "You now have the prototype Jet Bike available at your Gateway Garage"
"HASH_501987ED": "Woah."
"HASH_A0AA5EEE": "区域每小时现金"
"HASH_6A0C08EE": "服装 - 歌舞伎战士"
"HASH_D09C7BEE": "Heli Homie can be found in your HUB \\"PHONE\\" menu. He will deliver a helicopter to you in combat."
"HASH_147446EE": "Minor reduction in damage taken from explosions."
"HASH_82FD1BEE": "帮派 - 复活计时 3"
"HASH_F74316EE": "据点 - 暗号"
"HASH_B15F4CEE": "救护车"
"HASH_0B9FB7EF": "HOSTAGE"
"HASH_0FC803EF": "武器 - 死神无人机"
"HASH_01F6DFEF": "瞬间装填 - 霰弹枪"
"HASH_F3EE6EEF": "服装 - 祭坛侍者"
"HASH_D3C293EF": "The real American Dream."
"HASH_D87D79EF": "你的据点武器库可多储存 10%% 弹药。"
"HASH_AADC5BEF": "Fires compressed energy bolts that bounce from target to target.  Fun at parties!"
"HASH_DE7D09F0": "[format][color:green]SPARE KILLBANE[/format]"
"HASH_39F55EF0": "弹药 - 炸药"
"HASH_83F890F0": "布里斯顿区"
"HASH_C7EFD5F0": "GENKI BACKUP"
"HASH_CD4B6FF0": "%ls 已被杀死！"
"HASH_2F1431F0": "Don't Look Down"
"HASH_105658F1": "让一名兄弟送一架直升机来。"
"HASH_CA5ED9F1": "坦克"
"HASH_1663E9F1": "乔什"
"HASH_0FA264F1": "把你的敌人撕成碎片，大卸八块！"
"HASH_A170DEF1": "%s 倒下了！"
"HASH_B10448F2": "奖励 - 晨星帮"
"HASH_AC1714F2": "武器兄弟"
"HASH_57328DF2": "有什么东西挡住了你的路。"
"HASH_E91A2FF2": "圣徒需要你回钢埠"
"HASH_E5C993F3": "{ACTION_IMG} 开镜缩放模式"
"HASH_93908AF3": "兄弟们获得中等生命提升"
"HASH_0A079AF3": "DAMAGE - SMALL ARMS 3"
"HASH_A63176F3": "LV{0}"
"HASH_8D4A7FF3": "Hack failed!"
"HASH_2E1A31F4": "人盾"
"HASH_26C7DDF4": "Vehicle Delivery can be found in your HUB \\"PHONE\\" menu. Use it to instantly retrieve that have been scanned using {SCAN_IMG}."
"HASH_88F2F3F4": "可携带多 75%% 的特殊弹药"
"HASH_07ECB8F4": "官方夜刃猩红炮台服装。"
"SPECIAL_ABDUCTION": "ABDUCTION GUN"
"HASH_81C1D5F5": "{FIREARM_IMG} FIRE WEAPON"
"HASH_653090F5": "Harder instances of PROF. GENKI'S M.O.M. Activity are available in the simulation. \nCheck your MAP for locations."
"HASH_B8795BF5": "你的帮派现在可以使用摔跤手帮载具。"
"HASH_7A526FF5": "New Downloadable Content is available in your Gateway Weapon Cache."
"HASH_9E0EDEF5": "全套中世纪风格盔甲。"
"HASH_2F1459F5": "和齐莫斯一起行动。 "
"HASH_7407C1F5": "Compact SMG that fires bullets in extremely rapid succession."
"HASH_C259D4F5": "'MERICA"
"HASH_B85735F6": "FLASHPOINTS"
"HASH_044C97F6": "SILVERLINK - XP"
"HASH_4D30EFF6": "升级伯恩斯山核反应堆据点后，你获得的所有声望额外增加 10%%"
"HASH_9A36B2F6": "这个根据地归你了！\n在暗号据点进行自定义与升级，拓展圣徒的势力范围并获取丰厚升级奖励。"
"HASH_75E375F6": "爆炸 - 不被击飞"
"HASH_89A5F7F7": "按下 {CROUCH_IMG} 蹲下 \n蹲下射击时精度更高。"
"HASH_F85035F7": "瞬间装填 - 冲锋枪"
"HASH_2F614DF7": "你的据点衣橱、武器库与车库新增了可下载内容。"
"HASH_E50B2DF8": "继续用缩放瞄准对准店员以抢劫这家商店。"
"HASH_EA202DF8": "你的帮派现在可以收纳警卫。"
"HASH_F7DBE5F8": "SUPER JUMP"
"HASH_CF9A8FF8": "再次按下以遣散队伍"
"HASH_987D68F9": "即时挑战 HUD"
"HASH_E26E63F9": "STAMINA - INCREASE 4"
"HASH_616DAFF9": "可携带多 25%% 的冲锋枪弹药"
"HASH_FFE841F9": "REVIVE YOUR [format][color:purple]HOMIE[/format]"
"HASH_D11CC6FA": "{PRATFALL_ALT_IMG} / {PRATFALL_IMG} 布娃娃摔 \n{ANALOG_LS_IMG} 空中调整"
"HASH_06FF55FA": "弹药 - 手枪 2"
"HASH_894E9AFA": "Increase the length of the Stamina bar."
"HASH_C1624BFA": "DONNIE"
"HASH_1F9290FA": "狙击枪弹药"
"HASH_426409FA": "攻击马特"
"HASH_72C171FA": "On Her Saint's Secret Service"
"HASH_4343CDFB": "兄弟 - 奥列格"
"HASH_62D1DDFB": "你的赛博帮恶名衰减速度大幅加快"
"HASH_EC6762FB": "你的帮派现在可以使用晨星帮载具。"
"HASH_78FE9EFB": "你的据点武器库可多储存 10%% 弹药。"
"HASH_3BE99DFB": "确定要离开根据地吗？\n你将丢失自上一个检查点以来的全部进度。"
"HASH_C544DEFB": "秒"
"HASH_53D8D2FC": "迷你游戏"
"HASH_8B2E8BFC": "{CROUCH_IMG} CROUCH \nCrouching makes you more accurate when firing."
"HASH_4AE031FC": "Minor reduction in damage taken from fire."
"HASH_856CEDFC": "CYRUS TEMPLE"
"HASH_0787D6FC": "金吉那把赛博帮用户网臂炮的实用模型。她哪来这么多时间？"
"HASH_86B291FC": "FLASHPOINT DISCOVERED"
"HASH_D6B765FD": "蹲下"
"HASH_E99B58FD": "Fun Bob hairstyle."
"HASH_C1566FFE": "弹药 - 冲锋枪 2"
"HASH_7C150BFE": "Minor reduction in damage taken from bullets and lasers."
"HASH_01EA2DFE": "Call up Lin to back you up."
"HASH_03EDD3FE": "重试或退出任务？"
"HASH_6961C2FF": "根据地"
"HASH_8C6ECDFF": "UNARMED"
